,FCLTY_NM,ITEM_NM,TROBL_TY_NM,COURSE_PRC,COURSE_NM,COURSE_NO,CTPRVN_NM,SIGNGU_NM
8478,봉선태권도장,태권도,0.0,95000.0,봉선장애인태권도교실,331682,광주,남구
8484,봉선태권도장,태권도,0.0,110000.0,봉선태권도장,4279014,광주,남구
8494,수영장,수영,0.0,110000.0,수영 수업1,3793015,전남,여수시
8503,전주탁구센터,탁구,0.0,95000.0,탁구,331733,전북,전주시
8504,전주탁구센터,탁구,0.0,95000.0,탁구,965001,전북,전주시
8505,전주탁구센터,탁구,0.0,110000.0,탁구,4489014,전북,전주시
8510,더밸런시드스파인,기타종목,0.0,132000.0,기능적 움직임 훈련 보행스포츠,6563014,부산,기장군
8517,한국복타협동조합,복싱,0.0,110000.0,복싱,6665016,대구,달서구
8523,일산 BOX1 대화,복싱,0.0,150000.0,복싱수업,4525014,경기,고양시
8525,영등신화태권도,태권도,0.0,110000.0,영등신화태권도 스포츠클럽.음악줄넘기.클럽축구.학교체육,4277014,전북,익산시
8530,에이엠필라테스,필라테스,0.0,110000.0,기구필라테스 개인레슨2회,6024017,경기,오산시
8539,라스트짐,기타종목,0.0,110000.0,주짓수,3887014,광주,남구
8543,용인대올림픽태권도,태권도,0.0,110000.0,태권도수업,4985021,서울,성북구
8550,더원 행동재활센터,종합체육시설,0.0,110000.0,야구 기초체력발달,4300016,경기,부천시
8551,더원 행동재활센터,기타종목,0.0,110000.0,헬스 건강체력관리,4917014,경기,부천시
8552,더원 행동재활센터,기타종목,0.0,110000.0,줄넘기 체력관리,4973014,경기,부천시
8553,더원 행동재활센터,기타종목,0.0,110000.0,심리운동,6272014,경기,부천시
8568,별하야무진교육관,합기도,0.0,120000.0,합기도,5601015,경남,창원시
8577,박창용태권도,태권도,0.0,110000.0,박창용태권도,4323014,부산,연제구
8582,PT연구소필라테스,필라테스,0.0,110000.0,"6:1 그룹 필라테스, 1:1 필라테스",3631014,충남,아산시
8589,제주위드유소년FC,축구(풋살),0.0,110000.0,제주위드유소년FC,4939014,제주,제주시
8592,코지휘트니스,헬스,0.0,100000.0,헬스 1개월,6194023,경기,고양시
8594,코지휘트니스,헬스,0.0,10000.0,락커 1개월,6194024,경기,고양시
8603,시안아동발달상담센터,기타종목,0.0,110000.0,특수체육,3777014,부산,동래구
8607,용인대진안태권도장,태권도,0.0,110000.0,용인대 진안태권도,5150014,경기,화성시
8612,힘찬청운 태권도장,태권도,0.0,110000.0,힘찬청운태권도장,1820001,경북,김천시
8613,다옴짐정한개발,헬스,0.0,95000.0,헬스,1881001,전북,전주시
8614,다옴짐정한개발,헬스,0.0,110000.0,헬스,4176015,전북,전주시
8621,주식회사 김경혜심리발달클리닉,기타종목,0.0,110000.0,"감각통합, 특수체육",5198016,인천,서구
8622,햇빛아동청소년발달센터,기타종목,0.0,160000.0,평일 오전 특수체육,2589040,서울,강동구
8630,햇빛아동청소년발달센터,기타종목,0.0,110000.0,"특수체육,심리운동",3560014,서울,강동구
8631,햇빛아동청소년발달센터,기타종목,0.0,110000.0,감각재활운동,3561015,서울,강동구
8649,햇빛아동청소년발달센터,기타종목,0.0,110000.0,"특수체육, 심리운동",7388240,서울,강동구
8650,힐링휘트니스,댄스(줌바 등),0.0,110000.0,줌바댄스,331064,전북,전주시
8651,힐링휘트니스,헬스,0.0,110000.0,헬스,331458,전북,전주시
8654,힐링휘트니스,댄스(줌바 등),0.0,110000.0,줌바댄스,1061001,전북,전주시
8686,영월볼링장,볼링,0.0,95000.0,기초 볼링 수업,3694014,강원,영월군
8692,주식회사 아사힘,헬스,0.0,110000.0,운동처방,4089018,경기,남양주시
8695,주식회사 아사힘,헬스,0.0,110000.0,체력증진,4089015,경기,남양주시
8698,주식회사 아사힘,헬스,0.0,110000.0,면역력 증진,4090016,경기,남양주시
8706,진정식복싱클럽,복싱,0.0,110000.0,진정식복싱클럽,5616014,전북,전주시
8714,산청볼링센터,볼링,0.0,110000.0,볼링,3806014,경남,산청군
8724,류은영필라테스운동센터,필라테스,0.0,110000.0,필라테스,2324001,제주,제주시
8728,SP탁구클럽,탁구,0.0,110000.0,기본기 완성,304003,서울,송파구
8730,SP탁구클럽,탁구,0.0,110000.0,기본기 완성,4002014,서울,송파구
8739,SP탁구클럽,탁구,0.0,110000.0,기본기 완성,271001,서울,송파구
8741,다나필라테스,필라테스,0.0,110000.0,재활필라테스 개인레슨/그룹레슨,3104014,광주,북구
8751,최강해동검도,검도,0.0,110000.0,해동검도,5023016,광주,광산구
8755,한빛탁구교실,탁구,0.0,110000.0,왕초보탁구교실,331313,서울,서초구
8758,한빛탁구교실,탁구,0.0,110000.0,왕초보탁구교실,877002,서울,서초구
8801,도마실국민체육센터,배드민턴,0.0,90000.0,"배드민턴(월,수,금)",51535,대전,서구
8804,도마실국민체육센터,탁구,0.0,55000.0,탁구강습,51533,대전,서구
8812,도마실국민체육센터,수영,0.0,59000.0,수영(성인반) 주3회,51537,대전,서구
8814,도마실국민체육센터,수영,0.0,59000.0,수영(성인반) 주4회,51536,대전,서구
8817,도담발달지원센터,기타종목,0.0,110000.0,근력 운동,6164018,충북,청주시
8825,금강인성태권도장,태권도,0.0,110000.0,태권도,4678014,전남,광양시
8836,에이원민턴 잠실본동점,배드민턴,0.0,110000.0,실내배드민턴 레슨 2회권,2385013,서울,송파구
8840,계명대 대동태권도장,태권도,0.0,110000.0,"태권도(태권도, 유아체육, 줄넘기 등)",5210016,대구,달서구
8850,W태권도,태권도,0.0,170000.0,태권도,7387016,부산,수영구
8852,피우다아이발달연구소 여수점,기타종목,0.0,110000.0,특수체육,3196015,전남,여수시
8858,이안운동재활센터 하남점,헬스,0.0,80000.0,맞춤형재활운동,57153,경기,하남시
8861,이안운동재활센터 하남점,헬스,0.0,80000.0,맞춤형 운동재활 서비스,60022,경기,하남시
8863,이안운동재활센터 하남점,기타종목,0.0,85000.0,장애인재활운동,79066,경기,하남시
8871,이안운동재활센터 하남점,기타종목,0.0,95000.0,맞춤형 재활운동서비스,325015,경기,하남시
8874,이안운동재활센터 하남점,기타종목,0.0,95000.0,맞춤형 재활운동서비스,782001,경기,하남시
8886,이안운동재활센터 하남점,기타종목,0.0,110000.0,맞춤형 재활운동서비스,3816014,경기,하남시
8897,한성탁구클럽,탁구,0.0,85000.0,탁구기초 및 응용,57126,전북,익산시
8899,한성탁구클럽,탁구,0.0,85000.0,탁구 기초 및 응용,124001,전북,익산시
8912,한성탁구클럽,탁구,0.0,95000.0,탁구기초 및 응용,1519001,전북,익산시
8921,한성탁구클럽,탁구,0.0,95000.0,탁구응용 및 실전,1519002,전북,익산시
8928,한성탁구클럽,탁구,0.0,110000.0,탁구 기초 및 응용,3860016,전북,익산시
8931,한성탁구클럽,탁구,0.0,110000.0,탁구 응용 및 실전,3860017,전북,익산시
8941,스카이휘트니스 11맞춤형 트레이닝,헬스,0.0,110000.0,헬스 1개월 + PT 1회(40분) + 개인라카 + 운동복,5454018,전북,전주시
8943,스카이휘트니스 11맞춤형 트레이닝,헬스,0.0,110000.0,헬스 1개월 + 3주 추가 + 개인라카 + 운동복,5454019,전북,전주시
8949,포천유나이티드,축구(풋살),0.0,80000.0,포천유나이티드 장애인스포츠강좌,24984,경기,포천시
8952,포천유나이티드,축구(풋살),0.0,80000.0,포천유나이티드 장애인스포츠강좌,51116,경기,포천시
8960,주식회사 볼링사랑,볼링,0.0,110000.0,볼링,2835003,서울,광진구
8961,주식회사 온무지개,기타종목,0.0,160000.0,"특수체육, 재활운동, 축구, 배드민턴, 줄넘기, 파크골프, 수중운동, 탁구 등",924,경기,김포시
8968,주식회사 온무지개,기타종목,0.0,85000.0,특수체육,51260,경기,김포시
8972,주식회사 온무지개,기타종목,0.0,110000.0,특수체육,974002,경기,김포시
8984,무궁화 검도관,검도,0.0,110000.0,검도입문및기초,6488023,전북,전주시
8991,주영심리운동센터,기타종목,0.0,120000.0,심리운동,3267016,경북,영천시
8992,주영심리운동센터,기타종목,0.0,110000.0,심리운동,3764049,경북,영천시
8993,주영심리운동센터,기타종목,0.0,110000.0,심리운동,3764048,경북,영천시
8994,다미안 요가필라테스,필라테스,0.0,110000.0,1:6 그룹레슨 1개월 5회권,6126015,서울,중랑구
8997,레온짐,헬스,0.0,110000.0,헬스,5583014,경남,김해시
9002,청양합기도검무관,합기도,0.0,110000.0,합기도,51469,충남,청양군
9009,합기도 화랑관,합기도,0.0,110000.0,합기도,5425015,경기,연천군
9014,구영아이스포츠,축구(풋살),0.0,85000.0,축구,6568015,울산,울주군
9015,은호펜싱클럽,펜싱,0.0,130000.0,펜싱 배우기,52039,서울,서초구
9024,은호펜싱클럽,펜싱,0.0,130000.0,펜싱,5430015,서울,서초구
9030,챔피언탁구클럽,탁구,0.0,110000.0,초급레슨,1680001,서울,도봉구
9032,챔피언탁구클럽,탁구,0.0,110000.0,초급레슨,2019001,서울,도봉구
9063,손끝일상재활운동센터,기타종목,0.0,55000.0,1:1 일상재활운동,6555015,대구,동구
9064,바른심리운동센터,기타종목,0.0,110000.0,"심리운동, 특수체육",3070015,인천,연수구
9066,바른심리운동센터,수영,0.0,110000.0,특수수영,3070016,인천,연수구
9082,필라테스BE,필라테스,0.0,140000.0,재활필라테스,3470024,서울,성북구
9086,동래구국민체육센터,기타종목,0.0,30000.0,11시 스피닝 월수금,2663004,부산,동래구
9087,동래구국민체육센터,기타종목,0.0,30000.0,20시 스피닝 월수금,2663005,부산,동래구
9088,동래구국민체육센터,기타종목,0.0,25000.0,14시 스포츠댄스(초급),2663008,부산,동래구
9097,동래구국민체육센터,헬스,0.0,27500.0,헬스,3521014,부산,동래구
9101,동래구국민체육센터,기타종목,0.0,30000.0,명상&amp;요가,5595014,부산,동래구
9135,자유탁구클럽,탁구,0.0,110000.0,즐거운탁구교실,2429004,전북,군산시
9152,삼손스포츠수기명가,헬스,0.0,110000.0,자유헬스,331340,서울,광진구
9156,삼손스포츠수기명가,헬스,0.0,110000.0,1:1 체형교정운동 PT/ 수기관리,828001,서울,광진구
9198,프라임핏식사점,헬스,0.0,110000.0,헬스1개월,3848015,경기,고양시
9205,하하점핑,기타종목,0.0,130000.0,점핑운동,4952014,충남,금산군
9211,오페라 탁구장,탁구,0.0,110000.0,탁구,4102014,전북,익산시
9220,예술공원당구클럽,기타종목,0.0,95000.0,당구교실,1126001,경기,안양시
9221,배현정탁구클럽,탁구,0.0,95000.0,탁구레슨,1141001,대구,달성군
9232,배현정탁구클럽,탁구,0.0,110000.0,탁구레슨,3785016,대구,달성군
9240,대박당구장,기타종목,0.0,110000.0,3구,4073025,경기,군포시
9241,신내탁구클럽,탁구,0.0,110000.0,정선경코치탁구강좌,7008017,서울,중랑구
9242,케이엔빌리어드,당구,0.0,110000.0,당구,7353021,부산,부산진구
9243,케이엔빌리어드,당구,0.0,60000.0,당구,7388227,부산,부산진구
9244,임진미줌바스튜디오 점프윙스 줄넘기클럽동호점,댄스(줌바 등),0.0,110000.0,줌바댄스,1756001,대구,동구
9247,임진미줌바스튜디오 점프윙스 줄넘기클럽동호점,댄스(줌바 등),0.0,110000.0,줌바(일반)오후반 주3회,6424014,대구,동구
9252,임실 당구장,기타종목,0.0,95000.0,당구,2730004,전북,임실군
9253,미스터큐 당구장,당구,0.0,110000.0,당구강좌,7388201,전북,익산시
9255,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,구기종목 놀이,4693015,경남,창원시
9256,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,구기종목 놀이,5819014,경남,창원시
9258,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,구기종목 놀이,6326014,경남,창원시
9259,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,구기종목 놀이,6539015,경남,창원시
9260,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,요가(구기종목 놀이),6707014,경남,창원시
9261,어울림 발달 연구소 성주동지점,요가,0.0,110000.0,요가(구기종목 놀이),6927016,경남,창원시
9262,어울림 발달 연구소 성주동지점,요가,0.0,110000.0,요가(구기종목 놀이),7169014,경남,창원시
9263,어울림 발달 연구소 성주동지점,기타종목,0.0,110000.0,요가(구기종목 놀이),7353019,경남,창원시
9264,어울림 발달 연구소 성주동지점,요가,0.0,110000.0,요가(구기종목 놀이),7388119,경남,창원시
9265,주월드스포츠컨설팅 도마실국민체육센터,수영,0.0,62000.0,강습수영(성인),216328,대전,서구
9269,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수운동지도,3581014,충북,청주시
9270,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,심리활동운동,3811016,충북,청주시
9271,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수체육운동,3812015,충북,청주시
9272,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수체육운동,3812016,충북,청주시
9273,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수체육운동,3812018,충북,청주시
9276,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수운동지도,3812014,충북,청주시
9309,맘스핸즈 발달지원센터,기타종목,0.0,110000.0,특수체육운동,7013014,충북,청주시
9328,카리스마명성합기도,합기도,0.0,110000.0,카리스마명성합기도,5967014,경북,포항시
9331,두호참태권도,태권도,0.0,110000.0,두호참태권도,5887015,경북,포항시
9332,한체대 명문화랑 태권도장,태권도,0.0,150000.0,태권도 및 줄넘기,5123014,경기,시흥시
9339,무아메메 폴댄스,기타종목,0.0,140000.0,폴댄스,4679015,경기,양주시
9348,해동검도 다사도장,검도,0.0,110000.0,해동검도 주2회,2871014,대구,달성군
9351,여송검도관,검도,0.0,110000.0,"검도의 기본 및 실기, 검도의 본, 본국검법",2484003,광주,남구
9352,여송검도관,검도,0.0,110000.0,"검도의 기본 및 실기, 검도의 본, 본국검법",3764044,광주,남구
9358,유한스위밍클럽,수영,0.0,120000.0,놀이수영,4829014,제주,제주시
9368,드림필라테스PT,필라테스,0.0,110000.0,대기구 필라테스 주1회/목요일,5370014,대구,수성구
9369,드림필라테스PT,필라테스,0.0,110000.0,필라테스 1:1개인수업 PT 2회,331687,대구,수성구
9371,드림필라테스PT,필라테스,0.0,110000.0,뇌병변재활필라테스 1:1 수업  월 2회,7387026,대구,수성구
9375,2JCM필라테스,기타종목,0.0,160000.0,"종합 근력, 체력 훈련 및 스트래칭",58290,경기,수원시
9377,부산중구스포츠클럽,기타종목,0.0,110000.0,24년_발달장애인클라이밍,3937014,부산,중구
9378,부산중구스포츠클럽,탁구,0.0,110000.0,24년_실내 탁구+개인강습,3937015,부산,중구
9383,부산중구스포츠클럽,클라이밍(암벽등반),0.0,80000.0,24년_발달장애인클라이밍(8만),7388043,부산,중구
9384,충무스포츠센터,골프,0.0,82500.0,골프(타구민),101003,서울,중구
9385,충무스포츠센터,기타종목,0.0,26000.0,근력파워스트레칭A(타구민),137001,서울,중구
9386,충무스포츠센터,헬스,0.0,28500.0,헬스(중구민),14083,서울,중구
9387,충무스포츠센터,헬스,0.0,32500.0,헬스(타구민),14084,서울,중구
9390,충무스포츠센터,골프,0.0,74000.0,골프(중구민),118001,서울,중구
9397,충무스포츠센터,기타종목,0.0,35000.0,"스피닝C(월,수,금-19:30~20:20)-타구민",216299,서울,중구
9398,충무스포츠센터,기타종목,0.0,26000.0,"스피닝B(화,목-20:30~21:20)-타구민",216348,서울,중구
9399,회현체육센터,헬스,0.0,32500.0,헬스(타구민),61007,서울,중구
9400,회현체육센터,골프,0.0,59000.0,골프(타구민),216174,서울,중구
9401,회현체육센터,수영,0.0,25500.0,"즐거운저녁수영(타구민)_화, 목(토)",3264014,서울,중구
9406,회현체육센터,수영,0.0,60000.0,"소그룹수영E(타구민)_월,수,금",6014014,서울,중구
9407,회현체육센터,헬스,0.0,28500.0,헬스(중구민),61006,서울,중구
9409,회현체육센터,수영,0.0,25500.0,"(4월)웰빙성인수영B(관내직장인,학생,사업자)_화,목(토)",6337019,서울,중구
9417,회현체육센터,수영,0.0,28500.0,즐거운저녁수영(중구민),6880016,서울,중구
9418,회현체육센터,수영,0.0,26000.0,타구민) 월자유수영 3부(21:00~21:50),6968014,서울,중구
9420,회현체육센터,수영,0.0,32500.0,즐거운저녁수영(타구민),2642001,서울,중구
9424,충무스포츠센터,댄스(줌바 등),0.0,26000.0,줌바댄스C(타구민),7187014,서울,중구
9432,대흥태권도,태권도,0.0,85000.0,대흥태권도,12060,대전,중구
9439,서울재활운동센터,기타종목,0.0,125000.0,1:1 맞춤재활운동,4052014,서울,강서구
9450,제이핏,필라테스,0.0,110000.0,필라테스&amp;요가,2590013,경북,상주시
9457,플렉스 볼링클럽,볼링,0.0,110000.0,장애인볼링강좌,5090014,경남,통영시
9458,오브제필라테스 구미봉곡점,필라테스,0.0,130000.0,필라테스,7316014,경북,구미시
9459,아리아요가 단대오거리지점,요가,0.0,110000.0,빈야사,376010,경기,성남시
9461,아리아요가 단대오거리지점,요가,0.0,110000.0,하타,654001,경기,성남시
9468,아리아요가 단대오거리지점,요가,0.0,110000.0,빈야사,2589027,경기,성남시
9478,아리아요가 단대오거리지점,요가,0.0,110000.0,힐링밸런스,2811001,경기,성남시
9479,아리아요가 단대오거리지점,요가,0.0,110000.0,빈야사,896001,경기,성남시
9499,아리아요가 단대오거리지점,요가,0.0,110000.0,힐링밸런스,3872014,경기,성남시
9518,본짐,헬스,0.0,110000.0,1개월 이용권(+GX헬스),6628014,대구,수성구
9524,첨단탁구교실,탁구,0.0,110000.0,장애인스포츠,4746015,광주,북구
9529,화정체육관,탁구,0.0,30000.0,탁구 월·수 09:30,5867023,울산,동구
9530,화정체육관,탁구,0.0,30000.0,탁구 화·목 09:30,5869017,울산,동구
9531,화정체육관,탁구,0.0,30000.0,탁구 월·수 18:30,5869018,울산,동구
9532,화정체육관,탁구,0.0,30000.0,탁구 화·목 18:30,5869019,울산,동구
9533,화정체육관,탁구,0.0,50000.0,탁구 자유이용,5899015,울산,동구
9534,화정체육관,배드민턴,0.0,50000.0,배드민턴 자유이용,5900014,울산,동구
9539,화정체육관,탁구,0.0,50000.0,탁구 화·목 14:00,6294016,울산,동구
9565,에스바디워크필라테스 병점진안점,필라테스,0.0,110000.0,1:1 개인레슨 50분,4982014,경기,화성시
9569,효경석사태권도도장,태권도,0.0,110000.0,태권도,331422,전북,전주시
9572,마음열기 태권도장,태권도,0.0,110000.0,마음열기 태권도장,4534014,서울,중랑구
9580,max 스포츠,골프,0.0,110000.0,헬스.골프,1008001,서울,종로구
9584,max 스포츠,헬스,0.0,110000.0,헬스.골프,4119017,서울,종로구
9594,신영사우나헬스,헬스,0.0,110000.0,헬스,6134015,경남,진주시
9601,점핑하이본오석호점,기타종목,0.0,110000.0,점핑피트니스,3944014,경기,안산시
9611,성신 스포츠 아레나,배드민턴,0.0,110000.0,주말,4147017,강원,강릉시
9614,성신 스포츠 아레나,배드민턴,0.0,110000.0,평일반,4354014,강원,강릉시
9617,에스오짐2호점sogym2호점,헬스,0.0,110000.0,건강헬스,4546015,인천,강화군
9619,클린바디짐,헬스,0.0,110000.0,헬스40일+운동복40일,2519004,경기,시흥시
9623,동광태권도장,태권도,1.0,110000.0,태권도,286,경남,김해시
9629,최강합기도,합기도,0.0,80000.0,합기도,14080,서울,동대문구
9630,커브스 면목클럽,헬스,0.0,110000.0,"커브스 면목점 여성전용 휘트니스(근력운동,그룹수업)",58204,서울,중랑구
9634,에이스스크린골프연습장,골프,0.0,110000.0,스크린골프연습,2690008,경남,김해시
9636,생각나무BB센터,댄스(줌바 등),0.0,110000.0,댄스KPOP/비보잉,6189015,서울,중랑구
9642,동대문구민체육센터,수영,0.0,34650.0,13시 월정기 자유수영(월~금),331556,서울,동대문구
9643,동대문구민체육센터,헬스,0.0,21000.0,헬스(성인),656002,서울,동대문구
9648,동대문구민체육센터,수영,0.0,23000.0,"20시 마스터 (월,수,금)",5269015,서울,동대문구
9652,동대문구민체육센터,수영,0.0,34650.0,21시 월정기 자유수영(월~금),2898014,서울,동대문구
9653,동대문구민체육센터,수영,0.0,34650.0,21시 월정기 자유수영(월~금) - 동반자,6556040,서울,동대문구
9659,중랑구시설관리공단중랑문화체육관면목7동,헬스,0.0,24600.0,헬스1개월(50%),215172,서울,중랑구
9660,동문장애인복지관,볼링,0.0,20000.0,24년 볼링교실(대화료 미포함),2301001,서울,동대문구
9661,동문장애인복지관,농구,0.0,30000.0,24년 농구교실,2098002,서울,동대문구
9664,동문장애인복지관,볼링,0.0,24000.0,24년 볼링교실(대화료 포함),2098003,서울,동대문구
9684,동문장애인복지관,기타종목,0.0,50000.0,"24년 장애아동 특수체육(놀이체육, 학교체육)",3471027,서울,동대문구
9685,동문장애인복지관,줄넘기,0.0,20000.0,24년 스포츠맛보기교실 (에어로빅),4046015,서울,동대문구
9689,동문장애인복지관,탁구,0.0,10000.0,24년 탁구교실,3471019,서울,동대문구
9690,동문장애인복지관,기타종목,0.0,60000.0,24년 대그룹 관계형성 특수체육(생활체육반),3471020,서울,동대문구
9691,동문장애인복지관,축구(풋살),0.0,60000.0,24년 종목 특성화 - 풋살(FC. 동문),3471021,서울,동대문구
9692,동문장애인복지관,기타종목,0.0,40000.0,24년 성인물리활동 - 튼튼대로(2회기),3471025,서울,동대문구
9694,동문장애인복지관,기타종목,0.0,30000.0,24년 유아특수체육(꿈나무/꿈자람),4043014,서울,동대문구
9720,화랑태권도,태권도,0.0,110000.0,태권도수업,4396014,서울,동대문구
9726,우성거룡체육관,태권도,0.0,110000.0,태권도,5873018,서울,동대문구
9729,합기도 유락관 호신술,합기도,0.0,110000.0,합기도 유락관 호신술,4030015,서울,중랑구
9738,휘트니스태권도장,태권도,0.0,110000.0,태권도,4589014,서울,중랑구
9748,배봉태권도,태권도,0.0,110000.0,배봉태권도,5843014,서울,동대문구
9751,코끼리아동청소년발달센터,기타종목,0.0,110000.0,특수체육/심리운동,3594014,서울,중랑구
9761,브리드 복싱 GYM,복싱,0.0,110000.0,복싱,6669014,경기,안산시
9765,예랑합기도,합기도,0.0,110000.0,예랑합기도,6129016,광주,북구
9766,살사핏댄스학원,댄스(줌바 등),0.0,110000.0,힐링라틴댄스,3528014,부산,부산진구
9768,나는 요가필라테스,요가,0.0,110000.0,하타요가,1183001,경기,부천시
9769,나우핏 휘트니스,헬스,0.0,110000.0,헬스+운동복+락카,3766037,인천,서구
9774,고유 필라테스자이로토닉,필라테스,0.0,110000.0,5:1 그룹레슨(6회),6043014,인천,서구
9779,국제기구필라테스 재송점,필라테스,0.0,110000.0,대기구필라테스,5840014,부산,해운대구
9782,경희태권도,태권도,0.0,110000.0,태권도,5091015,서울,동대문구
9783,MOL아동청소년발달센터,기타종목,0.0,110000.0,신체발달움직임 프로그램,889002,경기,용인시
9784,MOL아동청소년발달센터,기타종목,0.0,110000.0,신체발달움직임,3902021,경기,용인시
9792,여준기태권도장,태권도,0.0,150000.0,태권도,7388220,경북,경주시
9794,부부우리태권도장,태권도,0.0,110000.0,태권도,4649014,경기,부천시
9796,서산최강태권도,태권도,0.0,110000.0,서산최강태권도,4662014,충남,서산시
9806,경희대MTA태권도장,태권도,0.0,110000.0,태권도수업,5033014,경기,광명시
9812,미사리승마공원,승마,0.0,110000.0,초급 승마강습,5220014,경기,하남시
9822,카이로스,합기도,0.0,110000.0,합기도 체력향상&amp;체육활동[주1회],3984014,서울,광진구
9827,JH탁구클럽,탁구,0.0,110000.0,장애인 탁구레슨,6682014,경기,화성시
9831,광진구시설관리공단 중곡문화체육센터,헬스,0.0,26500.0,헬스,6328014,서울,광진구
9835,서울숲복합문화체육센터,헬스,0.0,45000.0,헬스A(월~토),413001,서울,성동구
9836,정립회관,기타종목,1.0,20000.0,중증장애인체육교실,779,서울,광진구
9837,정립회관,기타종목,0.0,20000.0,활력충전어울림체육교실,781,서울,광진구
9838,정립회관,기타종목,0.0,20000.0,굿모닝건강체육교실,215218,서울,광진구
9839,정립회관,기타종목,0.0,10000.0,체력단련실,95070,서울,광진구
9840,정립회관,수영,0.0,38000.0,어울림수중운동,78001,서울,광진구
9841,정립회관,수영,0.0,38000.0,여성장애인수중운동(11시),60006,서울,광진구
9842,정립회관,수영,0.0,38000.0,장애인수중운동(2시),60008,서울,광진구
9843,정립회관,수영,0.0,19000.0,장애인수중운동(2시)(기초수급자),60009,서울,광진구
9844,정립회관,수영,0.0,38000.0,어울림아쿠아로빅,60013,서울,광진구
9845,정립회관,수영,0.0,25000.0,어울림자유수영,60017,서울,광진구
9847,정립회관,기타종목,0.0,30000.0,건강정립,109004,서울,광진구
9848,정립회관,기타종목,0.0,10000.0,중증장애인체육교실(수급자),172004,서울,광진구
9849,정립회관,기타종목,0.0,15000.0,건강정립(수급자),188001,서울,광진구
9850,정립회관,수영,0.0,13000.0,어울림자유수영(기초수급자),2945016,서울,광진구
9851,정립회관,기타종목,0.0,5000.0,체력단련실(수급자),348002,서울,광진구
9853,정립회관,수영,0.0,19000.0,여성장애인수중운동(11시)(기초수급자),60007,서울,광진구
9856,정립회관,수영,0.0,19000.0,장애인수중운동(저녁7시)(기초수급자),60011,서울,광진구
9857,정립회관,수영,0.0,63000.0,중증장애인수중운동(3시),60012,서울,광진구
9859,정립회관,수영,0.0,19000.0,어울림아쿠아로빅(기초수급자),60014,서울,광진구
9860,정립회관,수영,0.0,51000.0,발달장애어린이(심리)수중운동(4시5시),60016,서울,광진구
9873,정립회관,기타종목,1.0,20000.0,경증장애인체육교실,778,서울,광진구
9877,정립회관,기타종목,0.0,10000.0,경증장애인체육교실(수급자),172003,서울,광진구
9996,열린금호교육문화관,기타종목,0.0,32500.0,점핑피트니스19B,2459001,서울,성동구
9997,열린금호교육문화관,수영,0.0,24750.0,오후수영14B,2459002,서울,성동구
9998,열린금호교육문화관,기타종목,0.0,25000.0,점핑피트니스11C,2667013,서울,성동구
9999,열린금호교육문화관,수영,0.0,35250.0,저녁수영21A,2455009,서울,성동구
10000,열린금호교육문화관,수영,0.0,16000.0,자유수영13B,2667010,서울,성동구
10001,열린금호교육문화관,필라테스,0.0,32500.0,바디밸런스필라테스11B,2667011,서울,성동구
10002,현대태권도장태권도,태권도,0.0,110000.0,태권도 수련,4120015,서울,광진구
10006,아이돌짐,종합체육시설,0.0,110000.0,종합체육(줄넘기),6149014,서울,성동구
10014,준당구클럽,기타종목,0.0,95000.0,당구교실,330011,경남,김해시
10016,준당구클럽,기타종목,0.0,95000.0,당구교실,762002,경남,김해시
10018,으랏차차 탁구부,탁구,0.0,120000.0,탁구 기초,6066014,전남,목포시
10021,원주나이스볼링센터,볼링,0.0,110000.0,볼링1,1478001,강원,원주시
10030,케어필라테스 여수안산점,필라테스,0.0,110000.0,기구필라테스,6740014,전남,여수시
10035,태바빌리존당구사관학교,기타종목,0.0,85000.0,당구교육(3.4구),51802,대전,서구
10044,홍천군장애인국민체육센터,헬스,0.0,110000.0,건강증진프로그램 (헬스교실),2062001,강원,홍천군
10045,홍천군장애인국민체육센터,수영,0.0,110000.0,건강증진프로그램 (재활수영교실),331560,강원,홍천군
10066,홍천군장애인국민체육센터,기타종목,0.0,110000.0,홍천군 장애인 당구 교실,3359014,강원,홍천군
10067,홍천군장애인국민체육센터,태권도,0.0,110000.0,홍천군 장애유소년 태권도 전문체육교실,3637015,강원,홍천군
10070,홍천군장애인국민체육센터,배구,0.0,110000.0,홍천 무궁이 좌식배구 교실,3355014,강원,홍천군
10095,용오름 드림태권도장,태권도,0.0,110000.0,태권도,7389155,경남,양산시
10096,스완뉴 PT  Pilates Studio,필라테스,0.0,110000.0,필라테스 1:1 2회 체험권,6281015,경기,수원시
10098,스완뉴 PT  Pilates Studio,헬스,0.0,110000.0,헬스 1:1 2회 체험권,6281016,경기,수원시
