,FCLTY_NM,ITEM_NM,TROBL_TY_NM,COURSE_PRC,COURSE_NM,COURSE_NO,CTPRVN_NM,SIGNGU_NM
0,시화그랜드볼링센타,볼링,0.0,110000.0,자유볼링,4591014,경기,시흥시
9,다모아탁구교실,탁구,0.0,110000.0,레슨(월회비),4243014,경남,진주시
16,메디요가,요가,0.0,110000.0,요가,5312014,전북,군산시
23,비벨르,헬스,0.0,110000.0,1:1 재활(펑셔널) 트레이닝,6540015,충남,천안시
28,민클럽,기타종목,0.0,110000.0,당구,5814016,경남,밀양시
30,한숲스포츠센터,수영,0.0,140000.0,자유수영,51886,경기,군포시
47,한숲스포츠센터,수영,0.0,140000.0,자유수영,790001,경기,군포시
51,한숲스포츠센터,수영,0.0,150000.0,자유수영,2483007,경기,군포시
56,한숲스포츠센터,헬스,0.0,105000.0,헬스,2483010,경기,군포시
70,종로태권도아카데미,태권도,0.0,185000.0,태권도,5183025,서울,종로구
79,하이운동발달센터,기타종목,0.0,110000.0,특수체육,3864015,대전,서구
88,마루한태권도장,태권도,0.0,95000.0,태권도,345007,대구,북구
89,커브스운정클럽,헬스,0.0,110000.0,커브스근력운동,1419001,경기,파주시
109,바디샵필라테스피티,필라테스,0.0,110000.0,그룹필라테스 이용권,6047014,서울,양천구
118,천하체육관,기타종목,0.0,110000.0,킥복싱 무에타이 주짓수,3689014,충북,옥천군
127,창무관,기타종목,0.0,110000.0,특공무술,6717014,서울,도봉구
132,돌산체육관 탁구전용구장,탁구,0.0,45000.0,탁구(저녁),1485002,전남,여수시
133,돌산체육관 탁구전용구장,탁구,0.0,45000.0,탁구(오후),1485001,전남,여수시
138,종로구청 올림픽기념국민생활관,수영,0.0,77000.0,휴강-수영강습09시(월~금5일반)강습,216119,서울,종로구
139,종로구청 올림픽기념국민생활관,수영,0.0,77000.0,휴 강-수영19시(월~금 5일반)강습,2763002,서울,종로구
141,종로구청 올림픽기념국민생활관,수영,0.0,77000.0,휴강-수영강습10시(월~금5일반)강습,216131,서울,종로구
146,종로구시설관리공단 종로문화체육센터,수영,0.0,85000.0,수영(화목)강습반+헬스,216100,서울,종로구
147,종로구시설관리공단 종로문화체육센터,수영,0.0,38720.0,수영(화목) 강습반,216102,서울,종로구
149,종로구시설관리공단 종로문화체육센터,헬스,0.0,51700.0,헬스,3259018,서울,종로구
152,종로구시설관리공단 종로문화체육센터,수영,0.0,55000.0,수영(월수금) 강습반,216103,서울,종로구
154,종로구시설관리공단 종로문화체육센터,수영,0.0,38720.0,수영(월수) 강습반,423015,서울,종로구
159,주아사힘 춘천지점,헬스,0.0,110000.0,근신경촉진운동,3444014,강원,춘천시
163,주아사힘 춘천지점,헬스,0.0,110000.0,신체기능향상운동,3444016,강원,춘천시
164,키드짐아동청소년발달연구소,기타종목,0.0,110000.0,특수체육 (추가비용 있음) 문의,9056,경기,화성시
175,키드짐아동청소년발달연구소,기타종목,0.0,110000.0,특수체육,331175,경기,화성시
195,해동검도무사본관,검도,0.0,95000.0,해동검도95000,1954001,전남,화순군
196,해동검도무사본관,검도,0.0,110000.0,해동검도,4940024,전남,화순군
206,커브스신중동클럽,헬스,0.0,110000.0,커브스여성전용헬스,4870015,경기,부천시
213,김현준,태권도,0.0,110000.0,태권도,6491014,전북,완주군
214,바위클라이밍짐,기타종목,0.0,110000.0,클라이밍,5463014,광주,동구
215,브로짐 1호점,헬스,0.0,110000.0,"헬스,센터복,락카,2회이용 1개월",3258018,전북,익산시
216,킹덤 피트니스,헬스,0.0,110000.0,1개월 자유이용권과 레슨,6490014,전남,장흥군
221,요가비움채움필라테스,요가,0.0,110000.0,"1:1 맞춤수업 - 필라테스,요가,발레스트레칭",3766022,충남,보령시
225,파주시장애인태권도협회,태권도,0.0,110000.0,태권도,51271,경기,파주시
236,파주시장애인태권도협회,태권도,0.0,110000.0,태권도,3134014,경기,파주시
237,지엑스 짐,헬스,0.0,110000.0,스피닝,5694014,대구,달서구
244,대화볼링센타,볼링,0.0,95000.0,볼링,357042,전남,목포시
258,대화볼링센타,볼링,0.0,110000.0,볼링,4603014,전남,목포시
268,지곡당구클럽,기타종목,0.0,95000.0,"당구(3구, 4구)",2428001,전북,군산시
277,지곡당구클럽,기타종목,0.0,110000.0,당구,4775015,전북,군산시
284,바디짐,헬스,0.0,80000.0,헬스,3860014,경북,영주시
285,리핏,기타종목,0.0,110000.0,PT,7311016,부산,해운대구
288,리프레쉬피트니스 3호점,헬스,0.0,99000.0,헬스장이용,4619014,경기,시흥시
290,더우아필라테스,필라테스,0.0,110000.0,더우아필라테스,6783015,충남,계룡시
296,스파이더짐,기타종목,0.0,110000.0,실내암벽등반,3900014,전남,여수시
301,마포문화재단 마포아트센터,헬스,0.0,24750.0,헬스전일반,331797,서울,마포구
302,마포문화재단 마포아트센터,수영,0.0,21000.0,[마감]11시B수영,6739014,서울,마포구
303,마포구민체육센터,탁구,0.0,20000.0,월 탁구E,185003,서울,마포구
304,마포구민체육센터,볼링,0.0,67500.0,볼링(자유권 50게임),2077002,서울,마포구
305,마포구민체육센터,헬스,0.0,25000.0,월 헬스,209001,서울,마포구
306,마포구민체육센터,헬스,0.0,25000.0,월헬스 동반자반,2772013,서울,마포구
307,마포구민체육센터,탁구,0.0,20000.0,월 탁구F,288005,서울,마포구
308,마포구민체육센터,탁구,0.0,20000.0,월탁구17시,4307015,서울,마포구
309,마포구민체육센터,볼링,0.0,43500.0,볼링적립권자유30게임,6315014,서울,마포구
310,마포구민체육센터,필라테스,0.0,20000.0,필라테스 월수금 9시,7339017,서울,마포구
311,마포구민체육센터,기타종목,0.0,25000.0,국선도운동,95137,서울,마포구
312,마포구민체육센터,탁구,0.0,20000.0,월 탁구C,185002,서울,마포구
318,마포구민체육센터,필라테스,0.0,17500.0,필라테스 화목 19시,7388031,서울,마포구
319,마포구청 당구아카데미,기타종목,0.0,20000.0,다함께 당구교실,31984,서울,마포구
337,에스티에스STS,태권도,0.0,110000.0,태권도수업,5651014,서울,마포구
339,두잉운동발달연구소,기타종목,0.0,110000.0,운동재활,3866015,서울,마포구
350,용인대 충무태권도,태권도,0.0,110000.0,태권도 (음악줄넘기),4998014,대전,대덕구
351,파워점핑 태권도 줄넘기,태권도,0.0,110000.0,파워 점핑 태권도 줄넘기,6970015,강원,춘천시
352,매곡점핑다이어트,기타종목,0.0,110000.0,점핑스포츠교육,1157003,울산,북구
357,MS스포츠연구센터,기타종목,0.0,100000.0,스포츠리듬트레이닝 뉴스포츠 구기운동 태권도,51355,충남,천안시
361,용산구문화체육센터,헬스,0.0,50000.0,자유헬스,2784010,서울,용산구
362,아리랑태권도장,태권도,0.0,140000.0,태권도 초급/중급/상급,4748014,서울,용산구
363,은행동 무진태권도장,태권도,0.0,110000.0,태권도,5413014,경기,시흥시
367,현대검도관,검도,0.0,110000.0,검도,331372,충북,청주시
372,파이널유도멀티짐 성북점,유도,0.0,130000.0,파이널유도멀티짐 성북점 주3회 (성인),331831,서울,성북구
373,담양 탁구클럽,탁구,0.0,95000.0,장애인탁구교실,331043,전남,담양군
374,담양 탁구클럽,탁구,0.0,95000.0,장애인탁구교실,1038001,전남,담양군
375,담양 탁구클럽,탁구,0.0,110000.0,장애인탁구교실,3914017,전남,담양군
381,스타트원짐,헬스,0.0,110000.0,재활PT헬스,7202015,서울,영등포구
383,아이드림운동발달연구소,기타종목,0.0,110000.0,특수체육,3817014,전북,군산시
384,아이드림운동발달연구소,축구(풋살),0.0,110000.0,축구교실,3838041,전북,군산시
385,아이드림운동발달연구소,기타종목,0.0,110000.0,특수체육,3838042,전북,군산시
407,영등포제2스포츠센터,헬스,0.0,22000.0,헬스교실,51465,서울,영등포구
408,영등포구시설관리공단영등포 제1스포츠센터,헬스,0.0,22000.0,헬스교실,58058,서울,영등포구
409,영등포구시설관리공단영등포다목적배드민턴체육관,배드민턴,0.0,22000.0,배드민턴 자유이용,331092,서울,영등포구
412,영등포제2스포츠센터,수영,0.0,23500.0,월정기자유수영,331821,서울,영등포구
418,영등포구시설관리공단영등포 제1스포츠센터,헬스,0.0,30800.0,힐링헬스,6894019,서울,영등포구
419,영등포구시설관리공단영등포 제1스포츠센터,요가,0.0,21000.0,요가19A(보호자),7082015,서울,영등포구
420,MTA태권도,태권도,0.0,85000.0,태권도,6997,전남,영암군
421,MTA태권도,태권도,0.0,110000.0,태권도,331386,전남,영암군
425,미사강변 주간방과후 활동서비스 센터,태권도,0.0,110000.0,특수체육(태권도),6665015,경기,하남시
426,이소영탁구교실,탁구,0.0,110000.0,장애인스포츠개인레슨,3766014,서울,동작구
431,해람무예원,태권도,0.0,110000.0,실용태권도,476001,서울,동작구
454,파인밸리 골프클럽,골프,0.0,110000.0,골프 레슨,4446015,경북,김천시
462,아이플러스 운동발달센터,기타종목,0.0,110000.0,재활운동,3637016,경북,안동시
473,더메이크 사회적협동조합 시흥지부,기타종목,0.0,154000.0,기구를 이용한 비만관리와 특수체육,51902,경기,시흥시
474,더메이크 사회적협동조합 시흥지부,기타종목,0.0,52000.0,배드민턴,51904,경기,시흥시
481,더메이크 사회적협동조합 시흥지부,기타종목,0.0,98000.0,뉴스포츠,96014,경기,시흥시
484,더메이크 사회적협동조합 시흥지부,기타종목,0.0,91000.0,기본 스트레칭,215250,경기,시흥시
496,더메이크 사회적협동조합 시흥지부,탁구,0.0,133000.0,탁구교실,2846001,경기,시흥시
499,우리동작장애인자립생활센터,기타종목,0.0,85000.0,쇼다운,51112,서울,동작구
507,우리동작장애인자립생활센터,기타종목,0.0,95000.0,쇼다운,1030001,서울,동작구
509,우리동작장애인자립생활센터,기타종목,0.0,110000.0,쇼다운,4346014,서울,동작구
518,신청룡체육관,태권도,0.0,110000.0,태권도,5373015,서울,영등포구
519,국심검도관대무관,검도,0.0,120000.0,검도수업,27985,서울,강북구
526,동작아동발달센터,기타종목,0.0,110000.0,심리운동,51725,서울,동작구
529,동작아동발달센터,기타종목,0.0,110000.0,특수체육,51726,서울,동작구
534,용인대인성태권도,태권도,0.0,110000.0,"태권도,생활체육,학교체육",5191022,서울,영등포구
544,가천대상도태권도장,태권도,0.0,110000.0,태권도,605001,서울,동작구
553,도림금강태권도장,태권도,0.0,110000.0,태권도,5259016,서울,영등포구
562,국가대표넘버원태권도,태권도,0.0,110000.0,태권도.줄넘기,3697014,서울,동작구
564,마스터 문 태권도장,태권도,0.0,100000.0,태권도 수강료지원(일시적),7387022,경북,포항시
565,마스터 문 태권도장,태권도,0.0,85000.0,태권도 수강료지원,7387023,경북,포항시
566,행복부부MBA태권도,태권도,0.0,110000.0,행복부부MBA태권도,6410014,부산,기장군
570,아이싹체육교실,수영,0.0,110000.0,수영,392004,서울,송파구
571,아이싹체육교실,롤러인라인,0.0,110000.0,인라인 스케이트,392002,서울,송파구
581,에스댄스학원,댄스(줌바 등),0.0,110000.0,장애인에어로빅,5066014,전남,영광군
583,조조당구클럽,기타종목,0.0,95000.0,당구,2089001,경북,경주시
584,발달장애인생활체육회,축구(풋살),0.0,95000.0,발달장애인생활체육(축구 등),2758003,경기,파주시
589,유씨 UC PT  YOGA,기타종목,0.0,110000.0,1:1개인레슨(1회 60분),2999014,서울,강동구
592,유씨 UC PT  YOGA,요가,0.0,110000.0,비대면 요가스트레칭(주1회),3323014,서울,강동구
593,유씨 UC PT  YOGA,요가,0.0,110000.0,1:1 비대면 요가 스트레칭(월1회),4483014,서울,강동구
594,재미나당구클럽,기타종목,0.0,110000.0,당구,4522014,경기,김포시
597,이모션필라테스,필라테스,0.0,320000.0,&lt;4회&gt;1:1맞춤재활필라테스(50분),348006,경기,평택시
598,이모션필라테스,필라테스,0.0,110000.0,(오후) 4:1그룹 기구필라테스 4회,1007001,경기,평택시
621,강서구민올림픽체육센터,탁구,0.0,24000.0,월자유탁구,1602001,서울,강서구
623,마곡레포츠센터공항동문화체육센터마곡배드민턴장,헬스,0.0,31000.0,헬스(월~토) &lt;마곡레포츠센터&gt;,290001,서울,강서구
624,강서구민올림픽체육센터,헬스,0.0,32100.0,월자유헬스(월~토),340002,서울,강서구
626,강서구민올림픽체육센터,수영,0.0,41000.0,자유수영패키지(월~금+토3부),2351002,서울,강서구
627,강서구민올림픽체육센터,탁구,0.0,47800.0,탁구강습(화목)+이용료,2786001,서울,강서구
628,강서구민올림픽체육센터,탁구,0.0,68200.0,탁구강습(월수금)+이용료,2786003,서울,강서구
629,강서구민올림픽체육센터,수영,0.0,41000.0,자유수영패키지(월~금+토3부),2916014,서울,강서구
630,강서구민올림픽체육센터,탁구,0.0,48000.0,월자유탁구(보호자동반),3310018,서울,강서구
635,강서구민올림픽체육센터,수영,0.0,33600.0,월자유수영 저녁9시(보호자동반),7134014,서울,강서구
636,강서구민올림픽체육센터,헬스,0.0,64200.0,월자유헬스(보호자동반),7135014,서울,강서구
644,기쁜우리체육센터,헬스,1.0,33000.0,재활헬스,169,서울,강서구
645,기쁜우리체육센터,볼링,0.0,100000.0,볼링반(헬스패키지),15984,서울,강서구
649,기쁜우리체육센터,수영,1.0,40000.0,자유수영A,168,서울,강서구
651,기쁜우리체육센터,볼링,0.0,80000.0,볼링반,51464,서울,강서구
652,기쁜우리체육센터,수영,0.0,60000.0,지체수영A (11시),51735,서울,강서구
656,기쁜우리체육센터,수영,0.0,70000.0,발달수영(화목),52038,서울,강서구
657,기쁜우리체육센터,수영,0.0,96000.0,발달수영(월수금),52040,서울,강서구
662,기쁜우리체육센터,수영,0.0,80000.0,지체수영A  (11시 헬스패키지),53058,서울,강서구
671,기쁜우리체육센터,헬스,0.0,100000.0,장애인 그룹 PT (화목),12241,서울,강서구
676,기쁜우리체육센터,수영,0.0,60000.0,지체수영B (19시),51743,서울,강서구
705,기쁜우리체육센터,수영,0.0,70000.0,수중재활운동(화목),87035,서울,강서구
718,기쁜우리체육센터,수영,0.0,116000.0,발달수영(월수금) 헬스패키지,186007,서울,강서구
747,기쁜우리체육센터,수영,0.0,240000.0,수중심리운동(4회),216266,서울,강서구
753,기쁜우리체육센터,수영,0.0,104000.0,"지체수영A (11시  자유수영,헬스 패키지)",95004,서울,강서구
760,기쁜우리체육센터,헬스,0.0,150000.0,장애인 그룹PT (월수금),51231,서울,강서구
806,기쁜우리체육센터,수영,0.0,48000.0,지체수영C (19시),51747,서울,강서구
821,기쁜우리체육센터,수영,0.0,60000.0,자유수영A (헬스패키지),1630005,서울,강서구
894,기쁜우리체육센터,수영,0.0,90000.0,발달수영(화목) 헬스패키지,2728004,서울,강서구
909,기쁜우리체육센터,수영,0.0,68000.0,지체수영 C (19시 헬스패키지),2758020,서울,강서구
910,기쁜우리체육센터,기타종목,0.0,80000.0,희망튼튼교실(축구),2758025,서울,강서구
922,기쁜우리체육센터,기타종목,1.0,200000.0,심리운동,167,서울,강서구
991,기쁜우리체육센터,수영,0.0,24000.0,패키지.자유수영A,4897014,서울,강서구
992,기쁜우리체육센터,수영,0.0,80000.0,지체수영A(패키지헬스),5078049,서울,강서구
1015,기쁜우리체육센터,기타종목,0.0,150000.0,심리운동3회,5767015,서울,강서구
1026,기쁜우리체육센터,수영,0.0,180000.0,수중심리운동(3회),4897015,서울,강서구
1032,기쁜우리체육센터,수영,0.0,30000.0,자유수영B,6272015,서울,강서구
1070,기쁜우리체육센터,수영,0.0,160000.0,개별수중재활B(2회),6870014,서울,강서구
1092,기쁜우리체육센터,수영,0.0,320000.0,개별수중재활B(4회),6899014,서울,강서구
1114,기쁜우리체육센터,수영,0.0,94000.0,수중재활운동(화목)패키지자유수영A,6830014,서울,강서구
1131,기쁜우리체육센터,헬스,0.0,20000.0,패키지헬스,5182014,서울,강서구
1138,기쁜우리체육센터,수영,0.0,60000.0,수중심리운동(1회),7331014,서울,강서구
1161,기쁜우리체육센터,기타종목,0.0,100000.0,심리운동2회,7327014,서울,강서구
1164,문성길복싱클럽,복싱,0.0,110000.0,"복싱호신, 체력단련, 선수육성",5122015,서울,강서구
1174,현대태권도,태권도,0.0,95000.0,태권도,38008,서울,강서구
1175,현대태권도,태권도,0.0,110000.0,태권도&amp;삼보,325002,서울,강서구
1176,현대태권도,태권도,0.0,110000.0,태권도&amp;삼보&amp;재활운동,586001,서울,강서구
1180,한국스포츠서비스교육원스마일키즈,요가,0.0,110000.0,번지요가,2802003,경기,김포시
1187,레드복싱클럽,복싱,0.0,110000.0,복싱트레이닝,3190015,서울,강서구
1196,유연필라테스,필라테스,0.0,110000.0,1:1 기구필라테스(2회),6030014,서울,강서구
1202,대호골프스쿨,골프,0.0,110000.0,골프연습,6308039,서울,은평구
1203,트리플짐,복싱,0.0,110000.0,"킥복싱,주짓수",4906018,서울,은평구
1208,매직짐,헬스,0.0,110000.0,헬스1개월,461018,서울,서대문구
1213,더샾필라테스요가 미사역점,필라테스,0.0,120000.0,"개인레슨 2회 (필라테스,요가,PT)",6098015,경기,하남시
1215,더샾필라테스요가 미사역점,필라테스,0.0,110000.0,"개인레슨 1회 (필라테스,요가,PT)",2780011,경기,하남시
1216,더샾필라테스요가 미사역점,필라테스,0.0,110000.0,그룹레슨 5회 (필라테스),5259046,경기,하남시
1220,파라에스트라 양주,기타종목,0.0,110000.0,주짓수,2810001,경기,양주시
1228,뉴탁구클럽,탁구,0.0,110000.0,탁구레슨,3983014,서울,노원구
1237,삼성골드스포츠클럽,헬스,0.0,110000.0,헬스 PT (2회권),12229,서울,서대문구
1238,삼성골드스포츠클럽,헬스,0.0,90000.0,자유헬스,12053,서울,서대문구
1240,삼성골드스포츠클럽,수영,0.0,130000.0,"성인수영 (새벽,저녁)+자유수영 포함",186001,서울,서대문구
1241,삼성골드스포츠클럽,수영,0.0,95000.0,아쿠아로빅 (강습만),30989,서울,서대문구
1242,삼성골드스포츠클럽,수영,0.0,110000.0,"성인수영 새벽,저녁반 (강습만)",331100,서울,서대문구
1246,삼성골드스포츠클럽,수영,0.0,100000.0,어린이 수영 (속성반),95113,서울,서대문구
1248,삼성골드스포츠클럽,수영,0.0,115000.0,오전수영 (자유수영 포함),14120,서울,서대문구
1250,삼성골드스포츠클럽,수영,0.0,115000.0,아쿠아로빅 (자유수영 포함),331104,서울,서대문구
1252,삼성골드스포츠클럽,수영,0.0,115000.0,자유수영,2233001,서울,서대문구
1292,삼성골드스포츠클럽,수영,0.0,95000.0,오전수영 (강습만),331122,서울,서대문구
1301,삼성골드스포츠클럽,수영,0.0,120000.0,어린이수영,88016,서울,서대문구
1324,삼성골드스포츠클럽,수영,0.0,120000.0,수영 1대1 (2회),12052,서울,서대문구
1345,삼성골드스포츠클럽,요가,0.0,110000.0,필라테스 요가 1개월 + 헬스 일일입장 3회,331103,서울,서대문구
1356,북아현문화체육센터,헬스,0.0,27500.0,헬스 / 장애인(1명),908001,서울,서대문구
1357,서부재활체육센터,기타종목,0.0,126000.0,누야 특수체육(누야하우스),597001,서울,은평구
1358,서부재활체육센터,헬스,0.0,48000.0,재활헬스,598001,서울,은평구
1359,서부재활체육센터,헬스,0.0,48000.0,재활헬스(보호자동반),598002,서울,은평구
1360,서부재활체육센터,헬스,0.0,48000.0,재활헬스(보호자헬스),598003,서울,은평구
1361,서부재활체육센터,수영,0.0,57000.0,"성인 재활운동(월,수,금/09시)",599004,서울,은평구
1362,서부재활체육센터,수영,0.0,57000.0,"성인 재활운동(월,수,금/11시)",599010,서울,은평구
1363,서부재활체육센터,수영,0.0,52000.0,"성인 재활운동(화,목,토/09시)",599016,서울,은평구
1364,서부재활체육센터,수영,0.0,52000.0,"성인 재활운동(화,목,토/10시)",599018,서울,은평구
1365,서부재활체육센터,수영,0.0,111500.0,"성인 재활운동(화,목,토/10시/보호자동반)",599019,서울,은평구
1366,서부재활체육센터,수영,0.0,77000.0,재활수영 이브닝(19시),600001,서울,은평구
1367,서부재활체육센터,수영,0.0,157000.0,재활수영 이브닝(19시/보호자동반수영),600002,서울,은평구
1368,서부재활체육센터,수영,0.0,116000.0,꿈나무 A(재활수영/보호자동반수영),601001,서울,은평구
1369,서부재활체육센터,수영,0.0,111000.0,"아쿠아로빅(월,수,금/13시)",601002,서울,은평구
1370,서부재활체육센터,수영,0.0,172000.0,엔젤스돌핀(헬스/수영),602002,서울,은평구
1371,서부재활체육센터,수영,0.0,57000.0,"니모 A(재활운동/월,수,금)",602004,서울,은평구
1372,서부재활체육센터,수영,0.0,116500.0,"니모 A(재활운동/보호자동반/월,수,금)",602005,서울,은평구
1373,서부재활체육센터,수영,0.0,52000.0,"니모 B(재활운동/화,목,토)",602006,서울,은평구
1374,서부재활체육센터,수영,0.0,111500.0,"니모 B(재활운동/보호자동반/화,목,토)",602007,서울,은평구
1375,서부재활체육센터,수영,0.0,54000.0,월 자유수영(08시/월-금),615001,서울,은평구
1376,서부재활체육센터,수영,0.0,59000.0,월 자유수영(12시/월-토),615002,서울,은평구
1377,서부재활체육센터,수영,0.0,32000.0,토요 자유수영,615003,서울,은평구
1378,서부재활체육센터,탁구,0.0,110000.0,오후 탁구,615008,서울,은평구
1379,서부재활체육센터,탁구,0.0,55000.0,자율탁구 C,619007,서울,은평구
1380,서부재활체육센터,탁구,0.0,55000.0,자율탁구 D,619010,서울,은평구
1381,서부재활체육센터,탁구,0.0,66000.0,자율탁구 E,619013,서울,은평구
1382,서부재활체육센터,기타종목,0.0,110000.0,계명원,638002,서울,은평구
1383,서부재활체육센터,탁구,0.0,66000.0,자율탁구 C-1,934013,서울,은평구
1418,서부재활체육센터,수영,0.0,111500.0,"성인 재활운동(화,목,토/09시/보호자동반)",599017,서울,은평구
1463,서부재활체육센터,탁구,0.0,110000.0,건강 아카데미(탁구 오전),2534006,서울,은평구
1464,서부재활체육센터,탁구,0.0,110000.0,건강 아카데미(탁구 오후),2534013,서울,은평구
1548,서부재활체육센터,수영,0.0,57000.0,"성인 재활운동(월,수,금/10시)",599006,서울,은평구
1557,서부재활체육센터,수영,0.0,111000.0,"아쿠아로빅(화,목,토/08시)",601004,서울,은평구
1563,서부재활체육센터,수영,0.0,230000.0,개별 수중운동(1:2/주 1회),603002,서울,은평구
1576,서부재활체육센터,수영,0.0,116500.0,"성인 재활운동(월,수,금/09시/보호자동반)",599005,서울,은평구
1658,서부재활체육센터,수영,0.0,59000.0,월 자유수영(07시/월-토),3764018,서울,은평구
1659,서부재활체육센터,수영,0.0,118000.0,월 자유수영(07시/월-토/보호자동반),4733014,서울,은평구
1736,서부재활체육센터,수영,0.0,345000.0,개별 수중운동(1:2/주 2회),603001,서울,은평구
1742,서부재활체육센터,탁구,0.0,115000.0,렛슨 자율탁구 C,6181015,서울,은평구
1743,서부재활체육센터,탁구,0.0,115000.0,렛슨 자율탁구 D,6181017,서울,은평구
1796,서부재활체육센터,수영,0.0,111000.0,"아쿠아로빅(화,목,토/11시)",601005,서울,은평구
1829,서부재활체육센터,수영,0.0,111000.0,"아쿠아로빅(월,수,금/21시)",601003,서울,은평구
1856,서부재활체육센터,수영,0.0,116500.0,"성인 재활운동(월,수,금/11시/보호자동반)",599012,서울,은평구
1912,서부재활체육센터,수영,0.0,92000.0,월 자유수영(18시/월-금/보호자동반),7177014,서울,은평구
1944,서부재활체육센터,수영,0.0,110000.0,건강 아카데미(수영),7382015,서울,은평구
1975,서부재활체육센터,수영,0.0,46000.0,월 자유수영(18시/월-금),7154014,서울,은평구
1979,강서구국민체육센터,수영,0.0,68000.0,강습수영(성인),51763,부산,강서구
1980,강서구국민체육센터,헬스,0.0,80000.0,"헬스패키지(헬스+자유수영, 성인)",51785,부산,강서구
1981,강서구국민체육센터,수영,0.0,68000.0,강습수영(성인),51759,부산,강서구
1982,강서구국민체육센터,수영,0.0,68000.0,강습수영(성인),51760,부산,강서구
1983,강서구국민체육센터,수영,0.0,68000.0,강습수영(성인),51764,부산,강서구
1984,강서구국민체육센터,헬스,0.0,47000.0,헬스(성인),51774,부산,강서구
1985,강서구국민체육센터,요가,0.0,51000.0,요가(청소년),51782,부산,강서구
1986,강서구국민체육센터,헬스,0.0,100000.0,"헬스패키지(헬스+강습수영, 성인)",51784,부산,강서구
1988,칠곡국민체육센터,헬스,0.0,22000.0,헬스,5399014,경북,칠곡군
1990,칠곡국민체육센터,배드민턴,0.0,23000.0,배드민턴,6641017,경북,칠곡군
1999,다솜운동발달센터,기타종목,0.0,220000.0,심리운동,12338,서울,은평구
2000,다솜운동발달센터,기타종목,0.0,110000.0,특수체육,4623014,서울,은평구
2001,다솜운동발달센터,기타종목,0.0,220000.0,특수체육,51477,서울,은평구
2023,검수원검도관,검도,0.0,140000.0,검도교실,30992,서울,서대문구
2044,검수원검도관,검도,0.0,140000.0,검도교실,30990,서울,서대문구
2051,청솔태권도장,태권도,0.0,110000.0,태권도기초,6252015,서울,서대문구
2053,한국체대수태권도장,태권도,0.0,110000.0,한국체대수태권도장,4786014,서울,은평구
2056,한국체대 남일태권도체육관,태권도,0.0,110000.0,남일태권도,4853015,서울,은평구
2057,으랏차태권도장,태권도,0.0,110000.0,으랏차태권도,5865022,인천,미추홀구
2062,박성천탁구교실,탁구,0.0,110000.0,장애인,4729014,서울,은평구
2068,용탁구클럽,탁구,0.0,100000.0,장애인 휠체어 탁구 (보호자 동반),6649015,서울,강서구
2070,용탁구클럽,탁구,0.0,50000.0,장애인 휠체어 탁구,6629014,서울,강서구
2075,영암군 어울림 당구클럽,기타종목,0.0,110000.0,당신과당신,968003,전남,영암군
2076,영암군 어울림 당구클럽,기타종목,0.0,110000.0,당구 첫걸음 환영,1751001,전남,영암군
2099,영암군 어울림 당구클럽,기타종목,0.0,110000.0,어울림 당구 교실,3779018,전남,영암군
2131,블랙멀티짐 다산역점 헬스골프,골프,0.0,220000.0,골프레슨권 10회,6933015,경기,남양주시
2132,필라테스클리닉 달동점,필라테스,0.0,120000.0,필라테스 VIP 개인레슨 2회 이용권,5183016,울산,남구
2134,필라테스클리닉 달동점,필라테스,0.0,110000.0,필라테스 그룹레슨 6회 1개월권(주간 횟수 제한X),5183018,울산,남구
2138,아이러브바디 점핑다이어트,기타종목,0.0,12000.0,트램폴린 1회이용권,2888016,경남,양산시
2139,아이러브바디 점핑다이어트,기타종목,0.0,110000.0,주3회 점핑운동,2888015,경남,양산시
2142,크로스핏바람,기타종목,0.0,240000.0,크로스핏,2338003,인천,부평구
2143,운동과학연구센터,수영,0.0,110000.0,수영,1407001,충남,천안시
2144,운동과학연구센터,기타종목,0.0,110000.0,체력향상 맨몸운동,158001,충남,천안시
2177,키워구봉체육관,태권도,0.0,110000.0,태권도&amp;점프윙스줄넘기,4849014,부산,동구
2182,경희대청원태권도장,태권도,0.0,110000.0,태권도,4735014,경기,안산시
2192,복영수태권도,태권도,0.0,110000.0,태권도,6457014,충남,금산군
2196,에이블운동발달센터,기타종목,0.0,160000.0,특수체육 및 심리운동,1772002,경기,성남시
2197,에이블운동발달센터,기타종목,0.0,200000.0,특수체육 및 심리운동,1772004,경기,성남시
2198,에이블운동발달센터,기타종목,0.0,180000.0,특수체육 및 심리운동,2393003,경기,성남시
2199,에이블운동발달센터,기타종목,0.0,135000.0,특수체육 및 심리운동,2393002,경기,성남시
2200,에이블운동발달센터,기타종목,0.0,225000.0,특수체육 및 심리운동,2393001,경기,성남시
2206,에이블운동발달센터,기타종목,0.0,135000.0,특수체육 및 심리운동,4259018,경기,성남시
2210,에이블운동발달센터,기타종목,0.0,180000.0,특수체육 및 심리운동,4259019,경기,성남시
2214,에이블운동발달센터,기타종목,0.0,225000.0,특수체육 및 심리운동,4259021,경기,성남시
2215,에이블운동발달센터,기타종목,0.0,110000.0,특수체육 및 심리운동,6961015,경기,성남시
2219,에이블운동발달센터,기타종목,0.0,115000.0,특수체육 및 심리운동,7325017,경기,성남시
2225,안샘탁구교실,탁구,0.0,110000.0,생활탁구교실,3764051,대구,달서구
2227,sky탁구클럽,탁구,0.0,110000.0,탁구 레슨,6603014,경기,남양주시
